"GISJOIN","YEAR","STUSAB","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AIHHTLI","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","ZCTA5A","SUBMCDA","SDELMA","SDSECA","SDUNIA","PCI","PUMAA","GEOID","NAME","BTTRA","AM0KE001","AM0KE002","AM0KE003","AM0KE004","AM0KE005","AM0KE006","AM63E001","AM63E002","AM63E003","AM63E004","AM63E005","AM63E006","AM63E007","AM63E008","AM63E009","AM63E010","AM63E011","AM63E012","AM63E013","AM63E014","AM63E015","AM63E016","AM63E017","AM63E018","AM63E019","AM63E020","AM63E021","AM63E022","AM63E023","AM63E024","AM63E025","AM63E026","AM63E027","AM63E028","AM63E029","AM63E030","AM63E031","AM63E032","AM63E033","AM63E034","AM63E035","AM63E036","AM63E037","AM63E038","AM63E039","AM63E040","AM63E041","AM63E042","AM63E043","AM63E044","AM63E045","AM63E046","AM63E047","AM63E048","AM63E049","AM63E050","AM63E051","AM63E052","AM63E053","AM63E054","AM63E055","AM63E056","AM63E057","AM63E058","AM63E059","AM70E001","AM70E002","AM70E003","AM70E004","AM70E005","AM70E006","AM70E007","AM70E008","AM70E009","AM70E010","AM70E011","AM70E012","AM70E013","AM70E014","AM70E015","AM70E016","AM70E017","AM8FE001","AM8FE002","AM8FE003","AM8FE004","AM8FE005","AM8FE006","AM8FE007","AM8FE008","AM8FE009","AM8FE010","AM8FE011","AM8FE012","AM8FE013","AM8FE014","AM8FE015","AM8FE016","AM8FE017","AM8FE018","AM8FE019","AM8FE020","AM8FE021","AM8FE022","AM8FE023","AM8FE024","AM8FE025","AM8FE026","AM8FE027","AM8FE028","AM8FE029","AM8FE030","AM8FE031","AM8FE032","AM8FE033","AM8FE034","AM8FE035","AM8FE036","AM8FE037","AM8FE038","AM8FE039","AM9SE001","FIPS"
"G5106900","2016-2020","VA","","","Virginia","51","Martinsville city","690","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51690","Martinsville city, Virginia","","12646","11760","211","55","194","426","12188","3219","1337","184","145","129","70","34","51","130","176","22","89","177","90","40","1882","250","15","185","120","68","101","134","234","287","148","158","118","64","8969","4095","267","50","230","203","56","19","308","417","548","655","610","488","244","4874","251","21","236","183","105","66","350","540","462","771","799","609","481","12188","3219","594","314","444","1406","357","85","19","8969","589","466","632","4661","1896","518","207","12212","5444","463","18","445","987","54","933","1031","161","870","2101","425","1676","578","188","390","284","122","162","6768","501","11","490","1112","144","968","1258","189","1069","2625","834","1791","727","320","407","545","317","228","0.4897","51690"
"G5107000","2016-2020","VA","","","Virginia","51","Newport News city","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51700","Newport News city, Virginia","","179582","160039","1769","4369","7094","6311","170571","25290","10559","1105","129","1468","872","379","374","1214","1244","569","962","1263","784","196","14731","970","313","1574","586","129","310","1568","2841","1585","1240","1665","999","951","145281","69690","5618","676","5696","2290","877","1457","5692","12682","9743","8200","8533","4991","3235","75591","5349","1027","4643","2632","921","1630","6705","12467","9647","9318","9725","6693","4834","170571","25290","2517","3042","2650","12654","3280","783","364","145281","12670","10339","9807","84027","20369","6227","1842","169042","78016","6810","151","6659","14499","1803","12696","19539","1759","17780","27962","4632","23330","5775","1529","4246","3431","1473","1958","91026","6337","82","6255","13886","1086","12800","24453","2010","22443","32873","5980","26893","7692","2260","5432","5785","3084","2701","0.4420","51700"
"G5107100","2016-2020","VA","","","Virginia","51","Norfolk city","710","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51710","Norfolk city, Virginia","","244300","221928","1209","3332","9362","8469","217889","38729","17042","1998","449","1897","866","284","404","3131","2419","1321","1200","1890","717","466","21687","2304","400","2325","1124","220","657","2935","3854","2197","1674","2072","1154","771","179160","92075","6016","1243","5720","2566","859","1674","10009","21193","12448","10102","10228","6506","3511","87085","5473","1097","5039","2470","684","1551","6922","16740","10953","10599","11918","7885","5754","217889","38729","5151","4222","3555","20780","3784","822","415","179160","13829","10759","9804","110205","25298","6366","2899","213251","102501","8117","7","8110","16182","1928","14254","32231","2575","29656","34771","5962","28809","7223","1889","5334","3977","1915","2062","110750","7821","67","7754","15737","793","14944","32340","2046","30294","39288","6460","32828","9039","2452","6587","6525","3567","2958","0.4832","51710"
"G5107200","2016-2020","VA","","","Virginia","51","Norton city","720","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51720","Norton city, Virginia","","3969","3867","0","102","0","0","3909","1237","557","0","0","22","73","0","24","203","82","42","11","54","37","9","680","42","0","70","30","0","15","55","117","58","74","93","126","0","2672","1206","37","0","36","93","17","14","102","102","236","181","167","149","72","1466","43","0","118","0","0","0","20","178","190","152","344","155","266","3909","1237","42","92","142","689","263","9","0","2672","80","154","124","1454","522","181","157","3909","1763","37","0","37","279","60","219","489","127","362","691","117","574","186","72","114","81","49","32","2146","85","0","85","233","0","233","370","81","289","911","236","675","281","136","145","266","63","203","0.5133","51720"
"G5107300","2016-2020","VA","","","Virginia","51","Petersburg city","730","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51730","Petersburg city, Virginia","","30791","29265","111","386","388","641","30282","6856","3235","178","28","488","237","66","165","422","279","276","477","298","321","0","3621","265","126","320","107","78","93","472","589","279","525","314","199","254","23426","10629","837","29","730","264","87","151","946","1983","1265","1247","1547","930","613","12797","787","127","643","192","170","151","1008","2131","1499","1475","2025","1515","1074","30282","6856","597","808","746","3609","842","108","146","23426","1780","1373","1015","13366","4205","1144","543","29851","13497","1019","0","1019","2284","225","2059","3357","389","2968","4973","1321","3652","1251","463","788","613","328","285","16354","1094","0","1094","2034","121","1913","4067","405","3662","6117","1619","4498","1714","760","954","1328","781","547","0.4595","51730"
"G5107350","2016-2020","VA","","","Virginia","51","Poquoson city","735","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51735","Poquoson city, Virginia","","12121","11362","8","237","310","204","12060","606","311","30","27","9","26","0","0","0","34","38","21","81","0","45","295","0","11","51","11","0","0","38","28","42","10","23","0","81","11454","5660","264","31","382","255","99","172","470","602","763","787","769","616","450","5794","250","68","275","348","9","249","396","592","693","872","822","674","546","12060","606","68","60","37","224","91","65","61","11454","613","657","1132","5929","2127","781","215","11860","5807","294","0","294","1001","35","966","1003","139","864","2398","353","2045","616","149","467","495","187","308","6053","250","0","250","1052","0","1052","998","94","904","2452","110","2342","674","148","526","627","234","393","0.3564","51735"
"G5107400","2016-2020","VA","","","Virginia","51","Portsmouth city","740","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51740","Portsmouth city, Virginia","","94961","90129","562","1058","1781","1431","90855","14309","5322","807","109","1099","206","129","108","476","301","296","491","678","407","215","8987","933","273","955","612","239","180","676","1444","928","737","1068","515","427","76546","37392","2913","295","2560","1375","297","1011","3089","7003","4844","4387","4608","3128","1882","39154","2257","401","2456","1123","302","825","3205","6267","4939","4947","5335","4033","3064","90855","14309","2122","2054","1474","6311","1706","472","170","76546","5866","5016","4933","43960","11825","3601","1345","88992","41265","3745","0","3745","7441","473","6968","9574","922","8652","14873","2408","12465","3535","941","2594","2097","1067","1030","47727","3245","43","3202","7497","254","7243","11113","863","10250","17833","3009","14824","4548","1322","3226","3491","1861","1630","0.4353","51740"
"G5107500","2016-2020","VA","","","Virginia","51","Radford city","750","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51750","Radford city, Virginia","","17833","17211","0","142","383","97","14956","5883","2634","51","0","79","0","0","0","1703","397","4","154","142","104","0","3249","130","0","165","0","0","0","2169","307","21","181","194","36","46","9073","4440","274","31","350","101","0","60","423","688","627","642","712","297","235","4633","137","0","372","79","48","77","536","624","722","571","683","406","378","14956","5883","181","244","0","5226","186","36","10","9073","442","722","365","5878","1053","400","213","17739","8219","325","0","325","650","28","622","4338","233","4105","2270","359","1911","401","227","174","235","179","56","9520","268","0","268","748","13","735","5266","251","5015","2372","457","1915","442","87","355","424","214","210","0.5685","51750"
"G5107600","2016-2020","VA","","","Virginia","51","Richmond city","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51760","Richmond city, Virginia","","229233","209111","1081","2294","5298","11449","219038","45775","19387","2433","326","1949","1130","101","487","3442","2995","1207","1614","2360","1028","315","26388","1899","334","2428","840","315","517","5466","4555","2493","2243","2645","1643","1010","173263","84267","4307","807","4218","1903","748","1279","6185","20657","12602","10235","10600","6983","3743","88996","4285","659","4051","1863","718","1139","5445","21447","11186","10827","12572","8608","6196","219038","45775","4992","4377","3390","26879","4812","1015","310","173263","10058","8269","7650","109869","27478","6567","3372","226632","106576","6809","48","6761","13281","1556","11725","36053","3484","32569","38364","5690","32674","8011","2621","5390","4058","1497","2561","120056","6426","26","6400","13264","681","12583","40943","3138","37805","41966","7616","34350","10251","2658","7593","7206","3802","3404","0.5345","51760"
"G5107700","2016-2020","VA","","","Virginia","51","Roanoke city","770","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51770","Roanoke city, Virginia","","99122","91205","382","950","2048","4537","97425","19586","8884","1247","125","1039","318","299","162","1070","989","926","740","1355","334","280","10702","1431","197","700","292","111","377","935","1925","1190","1220","1032","771","521","77839","37238","2035","463","2480","1488","456","680","2546","6216","5252","5290","4792","3784","1756","40601","2106","630","2672","1250","517","492","2535","6135","5201","5149","5804","4601","3509","97425","19586","3000","1739","1559","10407","2080","394","407","77839","5234","5152","4883","43784","13521","3278","1987","97941","46322","3304","0","3304","7619","354","7265","10908","476","10432","18337","2285","16052","4118","937","3181","2036","845","1191","51619","3617","0","3617","7436","81","7355","11583","367","11216","19581","2429","17152","5372","1350","4022","4030","1947","2083","0.4896","51770"
"G5107750","2016-2020","VA","","","Virginia","51","Salem city","775","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51775","Salem city, Virginia","","25290","24060","23","121","451","635","22720","1987","831","21","38","61","38","4","67","43","157","49","149","136","41","27","1156","32","31","176","30","50","6","193","86","152","91","94","91","124","20733","9842","442","114","605","488","118","289","679","1343","1265","1290","1480","1039","690","10891","441","94","771","351","157","202","717","1322","1175","1659","1718","1252","1032","22720","1987","122","237","195","1067","215","94","57","20733","1091","1376","1605","11073","3866","1204","518","24378","11514","478","0","478","1846","164","1682","3033","158","2875","4360","533","3827","1080","240","840","717","197","520","12864","482","0","482","1877","64","1813","3117","191","2926","4889","335","4554","1343","352","991","1156","422","734","0.4554","51775"
"G5107900","2016-2020","VA","","","Virginia","51","Staunton city","790","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51790","Staunton city, Virginia","","24660","23307","124","197","457","575","23348","2841","1170","90","6","214","63","0","27","34","65","228","77","161","192","13","1671","38","68","131","26","28","0","237","217","156","189","188","245","148","20507","9697","630","95","530","390","128","253","636","1443","1207","1276","1219","1100","790","10810","592","128","572","269","185","81","700","1484","1442","1264","1621","1381","1091","23348","2841","202","345","144","1381","608","88","73","20507","1445","1102","1306","11319","3454","1217","664","24068","10961","732","11","721","1720","221","1499","2250","171","2079","4164","363","3801","1292","315","977","803","324","479","13107","679","0","679","1514","168","1346","3189","217","2972","4860","642","4218","1626","457","1169","1239","636","603","0.4506","51790"
"G5108000","2016-2020","VA","","","Virginia","51","Suffolk city","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51800","Suffolk city, Virginia","","91383","86063","436","1373","1970","1541","90809","8330","3425","620","83","787","270","21","99","322","267","142","257","325","117","115","4905","312","9","592","307","201","86","476","741","643","509","513","298","218","82479","40504","2424","530","2846","1752","529","1196","3499","5625","5445","5617","5572","3604","1865","41975","2594","420","2946","1702","467","992","2989","5672","5548","6077","5773","3946","2849","90809","8330","1024","1379","984","3692","918","247","86","82479","5968","5792","6638","46288","13079","3556","1158","89183","42450","3083","22","3061","8175","618","7557","8907","562","8345","16584","1933","14651","3721","777","2944","1980","935","1045","46733","2919","21","2898","7848","218","7630","9713","354","9359","18942","2312","16630","4244","955","3289","3067","1668","1399","0.4463","51800"
"G5108100","2016-2020","VA","","","Virginia","51","Virginia Beach city","810","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51810","Virginia Beach city, Virginia","","450882","394661","4085","8526","27552","16058","440653","31717","13645","1544","184","1715","918","172","282","2118","1824","1497","858","1567","675","291","18072","1373","175","1745","701","468","389","2713","3141","2268","1748","1635","677","1039","408936","200829","12760","2237","15634","7260","2534","5351","16324","34933","27892","25469","24283","16143","10009","208107","12302","2402","13922","7572","1864","5196","14900","32938","27519","27409","27822","20065","14196","440653","31717","3276","3460","2930","17829","2892","900","430","408936","29701","29556","29777","234593","61104","17741","6464","426321","201361","14467","21","14446","36692","2289","34403","46625","2904","43721","76459","8732","67727","16818","4397","12421","10300","4869","5431","224960","13860","26","13834","34824","1919","32905","52493","3121","49372","87806","9132","78674","20742","3589","17153","15235","7644","7591","0.4296","51810"
"G5108200","2016-2020","VA","","","Virginia","51","Waynesboro city","820","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51820","Waynesboro city, Virginia","","22300","20936","33","299","325","707","22039","3273","1513","174","115","377","96","17","13","109","82","234","134","57","90","15","1760","105","0","86","75","7","73","311","170","189","277","289","43","135","18766","9252","540","152","528","337","167","261","575","1343","1274","1291","1386","772","626","9514","508","58","943","133","120","92","501","1529","1186","1147","1175","1054","1068","22039","3273","394","463","281","1662","323","116","34","18766","1258","1471","1110","10113","3120","1092","602","22095","10731","714","50","664","2103","273","1830","2060","186","1874","4351","734","3617","862","297","565","641","303","338","11364","613","0","613","1677","180","1497","2511","84","2427","4263","907","3356","1097","267","830","1203","522","681","0.4817","51820"
"G5108300","2016-2020","VA","","","Virginia","51","Williamsburg city","830","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51830","Williamsburg city, Virginia","","15034","13494","30","269","434","807","10530","1604","815","31","30","15","30","26","0","426","65","59","0","72","61","0","789","39","1","0","0","0","13","325","135","106","36","71","0","63","8926","4389","312","13","270","66","35","216","302","636","340","542","648","539","470","4537","94","35","262","27","27","102","375","771","463","459","719","676","527","10530","1604","101","15","69","1174","182","63","0","8926","454","532","473","4632","1838","766","231","14829","6894","343","0","343","701","65","636","3149","184","2965","1631","176","1455","600","107","493","470","183","287","7935","133","0","133","484","20","464","4198","260","3938","1854","180","1674","676","81","595","590","253","337","0.5440","51830"
"G5108400","2016-2020","VA","","","Virginia","51","Winchester city","840","","","","","","","","","","","","","","","","","","","","","","","","","","","","05000US51840","Winchester city, Virginia","","27912","23264","271","533","1432","2412","26876","4100","1807","227","26","189","53","0","88","199","188","83","341","200","134","79","2293","346","13","396","106","53","88","196","191","437","141","133","141","52","22776","11376","776","115","1124","285","187","227","820","1638","1789","1320","1333","1064","698","11400","465","154","458","474","68","337","915","1737","1173","1758","1489","1360","1012","26876","4100","612","585","388","1928","456","109","22","22776","1510","1582","1578","12472","3924","1215","495","27585","13493","1033","0","1033","2304","145","2159","3183","476","2707","4998","795","4203","1198","204","994","777","487","290","14092","819","22","797","2174","58","2116","3472","374","3098","5062","966","4096","1501","282","1219","1064","621","443","0.4384","51840"
